"order_id","product_id","sales","quantity","discount","profit","shipping_cost"
IN-2011-55443,OFF-LA-10002876,17.52,2,0.00,7.50,3.93
IN-2011-55800,TEC-PH-10003348,519.30,5,0.25,110.70,19.00
IN-2011-55884,OFF-AP-10001130,205.58,3,0.10,82.19,15.98
IN-2011-55884,OFF-PA-10001818,122.15,4,0.10,17.63,1.54
IN-2011-55919,OFF-LA-10004745,28.08,3,0.00,13.68,2.49
IN-2011-56213,OFF-BI-10002243,125.33,5,0.15,41.18,7.71
IN-2011-56213,TEC-AC-10004081,119.54,3,0.45,10.82,18.64
IN-2011-56346,FUR-FU-10000921,218.25,5,0.00,19.50,82.31
IN-2011-56451,FUR-CH-10003354,87.06,2,0.00,0.84,5.39
IN-2011-56451,TEC-MA-10002340,1085.94,9,0.00,369.09,79.90
IN-2011-56486,TEC-PH-10004578,54.06,1,0.17,4.56,2.95
IN-2011-56710,FUR-CH-10003580,414.33,7,0.00,202.86,39.82
IN-2011-56710,TEC-PH-10000822,249.18,2,0.00,59.76,48.52
IN-2011-56738,FUR-FU-10002210,351.75,7,0.00,59.64,15.91
IN-2011-56766,OFF-FA-10002241,50.87,3,0.10,13.52,8.61
IN-2011-56878,FUR-BO-10000210,1356.83,4,0.07,335.51,21.96
IN-2011-56878,OFF-LA-10001731,11.19,2,0.47,-5.73,0.90
IN-2011-56878,OFF-LA-10004756,17.08,3,0.47,-2.00,0.45
IN-2011-56878,TEC-CO-10004507,533.25,3,0.07,206.37,55.58
IN-2011-56948,FUR-FU-10003447,75.78,3,0.00,30.24,6.36
IN-2011-56948,OFF-EN-10004744,84.18,2,0.00,16.80,2.82
IN-2011-56990,FUR-BO-10003913,1052.31,7,0.00,105.21,154.40
IN-2011-56990,FUR-TA-10000665,692.33,2,0.30,-207.73,70.94
IN-2011-56990,OFF-AR-10000387,94.65,5,0.00,42.45,4.14
IN-2011-56990,OFF-ST-10000362,380.88,3,0.00,102.78,88.42
IN-2011-56990,TEC-MA-10002874,468.12,4,0.00,112.32,26.59
IN-2011-57109,OFF-EN-10002679,65.49,3,0.47,1.23,3.05
IN-2011-57109,OFF-SU-10001709,35.44,3,0.47,-2.72,4.33
IN-2011-57144,OFF-BI-10001400,86.40,3,0.00,12.96,16.46
IN-2011-57144,OFF-ST-10003243,52.80,2,0.00,19.50,9.27
IN-2011-57144,OFF-ST-10003256,189.96,4,0.00,0.00,50.04
IN-2011-57144,OFF-SU-10001731,80.10,3,0.00,39.24,19.37
IN-2011-57676,FUR-FU-10001933,36.92,2,0.27,1.46,2.49
IN-2011-57704,FUR-FU-10002292,132.03,3,0.00,54.09,18.44
IN-2011-57704,OFF-BI-10001659,29.04,4,0.00,5.16,3.34
IN-2011-57851,TEC-AC-10002568,352.98,6,0.00,158.76,18.12
IN-2011-57956,OFF-BI-10003025,102.54,2,0.00,18.42,3.86
IN-2011-58278,OFF-LA-10003273,32.40,3,0.00,1.89,1.40
IN-2011-58278,OFF-ST-10001719,218.76,4,0.00,6.48,19.56
IN-2011-58341,FUR-BO-10004773,345.72,2,0.00,114.06,27.59
IN-2011-58341,OFF-FA-10001309,25.14,2,0.00,4.74,2.96
IN-2011-58544,OFF-PA-10000344,63.36,3,0.00,31.68,2.77
IN-2011-58544,OFF-SU-10003221,92.40,2,0.00,5.52,1.64
IN-2011-58950,OFF-AP-10003473,169.87,3,0.17,53.14,12.85
IN-2011-59013,TEC-MA-10004424,254.88,3,0.00,40.77,24.31
IN-2011-59209,FUR-CH-10001313,374.76,5,0.10,149.76,24.01
IN-2011-59286,OFF-FA-10000757,32.85,3,0.00,13.41,11.11
IN-2011-59286,OFF-PA-10002974,85.23,3,0.00,16.11,25.14
IN-2011-59328,FUR-CH-10002631,47.71,1,0.10,-0.53,4.41
IN-2011-59328,FUR-FU-10000526,192.73,2,0.10,70.63,11.28
IN-2011-59328,OFF-PA-10001720,171.64,13,0.10,53.08,11.22
IN-2011-59328,OFF-SU-10004705,90.15,9,0.10,2.94,4.82
IN-2011-59447,OFF-SU-10004306,81.66,2,0.00,3.24,9.84
IN-2011-59447,TEC-AC-10004652,77.04,2,0.00,16.92,1.55
IN-2011-59510,FUR-BO-10001342,595.68,4,0.00,0.00,29.23
IN-2011-59510,OFF-EN-10001975,49.32,3,0.00,6.39,3.09
IN-2011-59510,OFF-LA-10002272,17.40,2,0.00,1.38,1.36
IN-2011-59685,FUR-BO-10001934,1455.12,4,0.00,116.40,179.62
IN-2011-59685,TEC-AC-10002883,351.30,5,0.00,144.00,31.20
IN-2011-59685,TEC-CO-10001204,963.36,4,0.00,154.08,87.26
IN-2011-59986,OFF-BI-10004436,12.64,2,0.10,-1.16,1.05
IN-2011-59986,OFF-SU-10001770,24.35,1,0.10,8.90,5.44
IN-2011-59986,TEC-MA-10002520,214.76,2,0.10,7.16,55.67
IN-2011-59993,FUR-CH-10000825,179.46,3,0.00,69.93,17.13
IN-2011-60063,OFF-BI-10003340,26.82,3,0.00,6.12,4.13
IN-2011-60063,OFF-ST-10004837,383.76,3,0.00,22.95,61.60
IN-2011-60084,TEC-AC-10002014,84.30,2,0.00,37.08,3.51
IN-2011-60196,OFF-EN-10003550,286.80,8,0.00,137.52,80.38
IN-2011-60196,OFF-PA-10003139,149.58,9,0.00,55.08,51.87
IN-2011-60266,FUR-CH-10003551,1160.78,8,0.10,489.98,39.54
IN-2011-60322,FUR-CH-10002940,139.14,2,0.00,15.30,17.53
IN-2011-60322,TEC-MA-10000776,156.87,3,0.00,39.15,13.73
IN-2011-60357,FUR-CH-10004009,1097.28,8,0.00,252.24,56.33
IN-2011-60406,OFF-LA-10002139,33.05,3,0.10,2.90,1.34
IN-2011-60511,OFF-FA-10004739,30.02,2,0.10,10.64,1.32
IN-2011-60539,FUR-CH-10004913,845.46,6,0.00,92.88,131.70
IN-2011-60539,OFF-AR-10004148,22.74,2,0.00,4.32,2.55
IN-2011-60539,OFF-BI-10002190,29.04,2,0.00,8.40,2.87
IN-2011-60539,TEC-AC-10000596,112.20,1,0.00,47.10,11.06
IN-2011-60560,OFF-FA-10002247,89.91,6,0.10,17.91,12.17
IN-2011-60560,OFF-LA-10004062,27.70,3,0.10,11.05,3.20
IN-2011-60560,TEC-CO-10004535,1431.54,5,0.10,413.49,129.06
IN-2011-60581,TEC-AC-10001022,107.33,3,0.10,11.93,16.08
IN-2011-60791,FUR-FU-10004780,220.20,2,0.00,2.16,15.67
IN-2011-60791,FUR-TA-10000558,740.46,2,0.30,21.12,58.58
IN-2011-60791,OFF-AR-10004153,33.72,2,0.00,15.84,4.57
IN-2011-60791,OFF-EN-10004495,114.45,5,0.00,12.45,23.28
IN-2011-60791,OFF-FA-10000197,72.45,5,0.00,31.05,4.82
IN-2011-60791,TEC-CO-10000594,578.61,3,0.00,150.39,91.00
IN-2011-60791,TEC-PH-10003075,137.88,1,0.00,2.73,3.66
IN-2011-60826,OFF-FA-10000248,27.96,2,0.00,13.98,3.81
IN-2011-60826,OFF-ST-10004228,55.14,1,0.00,17.07,7.99
IN-2011-60917,OFF-BI-10001659,21.78,3,0.00,3.87,2.92
IN-2011-61050,FUR-CH-10003354,304.71,7,0.00,2.94,59.42
IN-2011-61176,OFF-EN-10000383,30.00,5,0.00,6.30,3.46
IN-2011-61253,OFF-LA-10001185,11.85,2,0.17,3.39,1.62
IN-2011-61302,OFF-LA-10000879,30.46,4,0.10,12.10,5.54
IN-2011-61302,OFF-PA-10003731,161.51,6,0.10,53.69,3.02
IN-2011-61302,TEC-PH-10004664,2875.10,5,0.10,511.10,665.27
IN-2011-61372,OFF-FA-10001246,34.38,3,0.00,16.47,2.72
IN-2011-61582,OFF-PA-10002811,251.37,9,0.00,27.54,38.36
IN-2011-61778,OFF-SU-10004236,13.79,1,0.45,-3.04,1.21
IN-2011-61778,TEC-PH-10000922,164.50,3,0.25,24.10,14.09
IN-2011-61960,FUR-BO-10002682,595.92,4,0.00,71.40,45.37
IN-2011-62016,FUR-TA-10000558,1057.80,2,0.00,338.46,118.56
IN-2011-62037,FUR-CH-10003861,780.69,8,0.27,181.65,184.98
IN-2011-62037,OFF-EN-10003537,68.20,3,0.17,10.60,21.37
IN-2011-62037,OFF-LA-10001731,26.29,3,0.17,0.91,5.32
IN-2011-62037,OFF-ST-10001638,893.81,8,0.17,129.17,150.07
IN-2011-62037,TEC-AC-10001348,393.24,3,0.47,-341.34,148.73
IN-2011-62184,OFF-ST-10004228,366.13,8,0.17,61.57,28.42
IN-2011-62261,FUR-CH-10002940,187.84,3,0.10,2.08,25.13
IN-2011-62261,OFF-LA-10002806,20.47,2,0.10,8.83,0.58
IN-2011-62261,OFF-ST-10001342,103.30,2,0.10,38.98,9.10
IN-2011-62310,OFF-ST-10000704,422.01,3,0.00,156.06,47.71
IN-2011-62310,OFF-ST-10002499,115.74,2,0.00,15.00,4.58
IN-2011-62331,OFF-EN-10000219,6.59,1,0.10,1.31,0.50
IN-2011-62331,OFF-LA-10000436,38.88,5,0.10,-0.12,3.43
IN-2011-62450,OFF-AR-10000249,51.03,3,0.00,16.83,4.53
IN-2011-62450,OFF-FA-10002241,56.52,3,0.00,19.17,4.30
IN-2011-62450,OFF-ST-10000007,274.68,2,0.00,137.34,23.21
IN-2011-62499,OFF-PA-10002047,262.65,5,0.00,31.50,24.85
IN-2011-62506,TEC-CO-10002526,3200.04,9,0.00,1183.95,576.71
IN-2011-62583,FUR-CH-10000974,691.47,2,0.27,28.41,34.70
IN-2011-62583,OFF-SU-10002732,125.50,4,0.17,21.10,7.59
IN-2011-62737,FUR-BO-10000610,250.20,2,0.00,122.58,26.39
IN-2011-62737,FUR-BO-10001749,2063.40,5,0.00,123.75,216.99
IN-2011-62737,FUR-BO-10002300,856.80,5,0.00,128.40,102.58
IN-2011-62891,FUR-BO-10001598,349.70,3,0.07,142.88,33.10
IN-2011-62891,OFF-ST-10001719,272.36,6,0.17,-46.06,7.13
IN-2011-62982,TEC-AC-10001835,126.63,3,0.00,17.64,12.98
IN-2011-63073,FUR-FU-10001507,37.80,2,0.00,11.70,3.90
IN-2011-63115,TEC-PH-10000720,336.24,2,0.00,127.74,41.92
IN-2011-63577,FUR-CH-10001664,1296.24,8,0.00,285.12,358.85
IN-2011-63577,OFF-AR-10002389,26.40,2,0.00,4.44,5.95
IN-2011-63598,OFF-EN-10001789,36.88,2,0.10,-0.86,8.35
IN-2011-63598,OFF-FA-10002569,29.48,3,0.10,13.10,3.20
IN-2011-63598,OFF-ST-10003306,808.73,7,0.10,-0.19,219.26
IN-2011-63598,OFF-SU-10003789,94.28,3,0.10,31.37,26.85
IN-2011-63598,TEC-AC-10002702,75.11,1,0.10,-5.86,32.94
IN-2011-63703,TEC-AC-10001022,159.00,4,0.00,31.80,17.90
IN-2011-63808,OFF-FA-10001304,30.86,3,0.10,4.76,5.08
IN-2011-63990,TEC-CO-10002119,531.52,2,0.10,47.20,51.51
IN-2011-64046,OFF-LA-10000195,49.50,6,0.00,0.36,19.58
IN-2011-64326,OFF-AP-10003917,4624.29,9,0.10,1644.03,427.46
IN-2011-64326,OFF-PA-10003511,37.96,2,0.10,16.84,2.16
IN-2011-64340,FUR-BO-10004633,935.17,7,0.10,20.62,198.28
IN-2011-64340,OFF-SU-10003665,68.63,2,0.10,2.27,30.44
IN-2011-64361,FUR-CH-10002468,931.77,7,0.00,242.13,68.11
IN-2011-64466,FUR-FU-10004820,258.00,5,0.00,110.85,7.58
IN-2011-64466,OFF-EN-10004503,47.58,2,0.00,18.06,3.86
IN-2011-64557,OFF-BI-10002885,11.88,3,0.17,4.23,1.20
IN-2011-64585,OFF-PA-10000731,70.31,4,0.10,13.19,6.83
IN-2011-64627,TEC-MA-10003801,803.25,5,0.00,224.85,78.45
IN-2011-64788,TEC-PH-10004221,313.96,3,0.17,86.98,35.65
IN-2011-65033,FUR-CH-10001664,291.65,2,0.10,38.87,12.64
IN-2011-65033,FUR-CH-10001913,476.36,3,0.10,15.83,25.88
IN-2011-65033,TEC-MA-10002464,479.90,2,0.10,58.64,26.73
IN-2011-65159,FUR-TA-10002797,211.18,1,0.55,-70.40,21.32
IN-2011-65159,OFF-FA-10002569,6.01,1,0.45,0.55,0.80
IN-2011-65159,OFF-ST-10003020,337.64,3,0.45,-122.80,33.75
IN-2011-65264,OFF-EN-10004649,44.20,2,0.47,-11.72,3.10
IN-2011-65264,OFF-PA-10003405,98.82,11,0.47,-22.62,1.75
IN-2011-65264,TEC-MA-10003796,85.91,2,0.17,17.57,10.69
IN-2011-65320,FUR-BO-10000175,439.34,4,0.10,87.86,32.21
IN-2011-65796,OFF-PA-10004727,143.05,6,0.10,34.87,8.09
IN-2011-65964,OFF-PA-10000048,29.88,2,0.00,0.54,5.09
IN-2011-65964,OFF-PA-10004268,118.92,4,0.00,8.28,13.15
IN-2011-65985,OFF-AR-10003021,362.88,7,0.00,166.74,60.82
IN-2011-65985,TEC-AC-10001090,167.16,4,0.00,73.44,16.01
IN-2011-66629,FUR-CH-10002626,188.80,3,0.25,60.37,42.22
IN-2011-66678,OFF-AR-10003962,177.93,9,0.00,76.41,11.00
IN-2011-66734,OFF-AR-10000539,53.28,2,0.00,3.72,4.11
IN-2011-67000,OFF-AR-10000054,52.20,2,0.00,18.78,15.80
IN-2011-67021,OFF-ST-10004871,185.04,3,0.00,48.06,25.86
IN-2011-67028,TEC-PH-10000365,543.11,9,0.25,-7.43,40.48
IN-2011-67028,TEC-PH-10003713,954.23,2,0.25,38.15,20.84
IN-2011-67049,FUR-CH-10003009,333.90,2,0.00,83.46,38.81
IN-2011-67049,OFF-ST-10002650,206.40,1,0.00,66.03,28.05
IN-2011-67049,OFF-SU-10004762,41.49,3,0.00,7.02,1.85
IN-2011-67392,FUR-FU-10001246,324.45,3,0.00,68.13,24.63
IN-2011-67392,OFF-AR-10001405,107.10,6,0.00,13.86,14.80
IN-2011-67392,OFF-BI-10004534,98.64,2,0.00,31.56,12.10
IN-2011-67588,FUR-CH-10001382,236.95,4,0.10,102.67,14.07
IN-2011-67588,OFF-FA-10003819,25.11,2,0.10,6.69,2.12
IN-2011-67616,FUR-BO-10001967,683.91,5,0.10,7.56,29.49
IN-2011-67616,FUR-FU-10002292,198.05,5,0.10,68.15,14.10
IN-2011-67616,FUR-FU-10003198,136.00,3,0.10,2.98,9.74
IN-2011-67616,OFF-ST-10001631,341.52,7,0.10,129.00,23.29
IN-2011-67616,OFF-SU-10000954,160.27,7,0.10,37.21,8.81
IN-2011-67637,OFF-AR-10000851,90.96,2,0.00,19.98,6.15
IN-2011-67637,OFF-BI-10004666,353.22,7,0.00,158.76,29.19
IN-2011-67637,OFF-LA-10003381,19.38,2,0.00,9.66,1.54
IN-2011-67651,FUR-BO-10002444,2539.88,7,0.07,709.94,393.58
IN-2011-67672,OFF-BI-10003646,14.09,2,0.10,1.85,1.35
IN-2011-67784,FUR-BO-10003913,270.59,2,0.10,-0.01,11.68
IN-2011-67784,OFF-AR-10003875,80.84,6,0.10,-1.96,5.50
IN-2011-67784,TEC-AC-10001022,178.88,5,0.10,19.88,13.61
IN-2011-67784,TEC-PH-10002138,152.77,1,0.10,-3.41,6.30
IN-2011-67784,TEC-PH-10004664,1725.06,3,0.10,306.66,115.38
IN-2011-67840,FUR-CH-10000660,911.04,2,0.00,282.42,83.97
IN-2011-67840,OFF-SU-10000866,115.11,3,0.00,13.77,7.61
IN-2011-67987,TEC-AC-10004652,138.67,4,0.10,18.43,17.64
IN-2011-68120,FUR-BO-10001753,544.73,5,0.10,205.73,39.01
IN-2011-68239,OFF-FA-10000089,29.04,2,0.00,4.62,2.78
IN-2011-68302,OFF-PA-10004613,160.87,6,0.10,1.75,17.85
IN-2011-68526,OFF-AR-10002458,223.83,5,0.10,67.08,31.55
IN-2011-68526,OFF-ST-10004871,111.02,2,0.10,19.70,8.13
IN-2011-68645,OFF-LA-10003379,39.15,3,0.00,1.89,4.36
IN-2011-68645,OFF-ST-10000016,50.94,3,0.00,15.75,2.81
IN-2011-68687,OFF-AP-10001824,543.46,9,0.15,70.15,80.06
IN-2011-68729,FUR-BO-10001216,507.60,3,0.00,203.04,52.81
IN-2011-68827,TEC-CO-10000562,359.85,1,0.00,79.14,25.82
IN-2011-68904,FUR-BO-10004806,747.30,5,0.00,283.95,50.73
IN-2011-68904,OFF-BI-10001326,42.57,3,0.00,10.62,2.77
IN-2011-68904,OFF-PA-10003418,102.42,6,0.00,34.74,9.95
IN-2011-68904,OFF-PA-10004943,39.60,2,0.00,16.98,0.85
IN-2011-68904,OFF-SU-10003717,46.32,4,0.00,3.24,3.13
IN-2011-69177,FUR-BO-10003793,1285.47,9,0.00,565.38,71.79
IN-2011-69177,TEC-MA-10004954,185.55,5,0.00,79.65,11.66
IN-2011-69254,OFF-AR-10000762,94.28,6,0.10,15.62,7.39
IN-2011-69366,OFF-BI-10003874,9.61,2,0.17,0.07,0.25
IN-2011-69366,OFF-LA-10000668,45.19,5,0.17,17.89,3.31
IN-2011-69366,TEC-AC-10000354,176.68,6,0.47,-156.68,17.09
IN-2011-69366,TEC-PH-10003823,123.75,2,0.17,32.79,7.93
IN-2011-69429,FUR-BO-10000175,244.08,2,0.00,68.34,11.63
IN-2011-69429,FUR-BO-10000208,1729.14,14,0.00,483.84,164.33
IN-2011-69429,OFF-BI-10003142,51.12,4,0.00,0.00,1.67
IN-2011-69429,TEC-PH-10004682,265.59,3,0.00,58.41,25.24
IN-2011-69443,FUR-BO-10001860,649.59,7,0.37,-10.44,22.72
IN-2011-69443,OFF-AR-10002260,11.80,1,0.17,-2.42,0.99
IN-2011-69443,OFF-AR-10002417,128.93,3,0.17,-9.40,12.02
IN-2011-69443,OFF-BI-10000089,23.53,1,0.17,9.07,1.97
IN-2011-69443,OFF-BI-10002335,52.17,5,0.17,-9.48,1.61
IN-2011-69443,OFF-SU-10003515,77.39,2,0.17,-5.65,3.48
IN-2011-69450,FUR-FU-10003540,70.44,4,0.00,25.32,1.44
IN-2011-69450,OFF-SU-10001762,198.84,4,0.00,63.60,19.16
IN-2011-69751,TEC-CO-10000778,340.08,2,0.00,33.96,20.49
IN-2011-69835,TEC-CO-10004535,1272.48,4,0.00,458.04,75.06
IN-2011-69912,OFF-LA-10000879,67.68,8,0.00,30.96,4.33
IN-2011-70017,OFF-ST-10001694,34.98,2,0.00,11.16,0.34
IN-2011-70017,OFF-ST-10004768,396.78,2,0.00,166.62,19.79
IN-2011-70171,OFF-BI-10000340,173.88,4,0.10,0.00,21.32
IN-2011-70185,TEC-PH-10003752,195.66,3,0.00,68.40,58.27
IN-2011-70269,OFF-BI-10004986,138.65,5,0.10,56.90,21.44
IN-2011-70269,OFF-FA-10001082,23.73,3,0.10,-2.19,3.20
IN-2011-70269,TEC-CO-10003682,446.58,4,0.10,14.82,25.96
IN-2011-70402,OFF-PA-10003416,33.18,2,0.00,3.30,3.17
IN-2011-70409,OFF-SU-10002448,256.50,6,0.00,48.60,10.95
IN-2011-70535,OFF-AR-10001529,44.50,4,0.10,9.34,6.50
IN-2011-70535,TEC-MA-10002226,140.62,2,0.10,6.22,27.49
IN-2011-70570,FUR-TA-10000665,1038.49,3,0.30,-311.60,154.10
IN-2011-70570,OFF-AR-10002747,164.70,3,0.00,65.88,11.97
IN-2011-70570,OFF-BI-10002562,264.60,5,0.00,108.45,27.53
IN-2011-70570,OFF-ST-10001214,78.75,7,0.00,38.43,8.48
IN-2011-70584,FUR-CH-10003965,261.24,2,0.00,101.88,18.48
IN-2011-70780,TEC-PH-10004959,780.17,5,0.10,320.72,101.56
IN-2011-70850,OFF-SU-10000866,115.11,3,0.00,13.77,8.51
IN-2011-70850,TEC-AC-10000742,336.15,9,0.00,100.71,23.51
IN-2011-70850,TEC-PH-10003002,1954.17,3,0.00,312.66,148.65
IN-2011-70864,FUR-CH-10004600,210.24,4,0.27,57.60,13.79
IN-2011-70864,OFF-ST-10001638,111.73,1,0.17,16.15,11.87
IN-2011-71060,FUR-CH-10001871,811.13,9,0.10,-36.13,67.18
IN-2011-71060,OFF-SU-10001535,62.80,2,0.10,4.18,3.81
IN-2011-71242,OFF-FA-10000757,68.99,7,0.10,23.63,10.96
IN-2011-71242,OFF-PA-10003350,66.74,3,0.10,20.75,5.00
IN-2011-71242,OFF-ST-10004768,1249.86,7,0.10,444.30,128.26
IN-2011-71494,OFF-AP-10001559,589.68,6,0.00,200.34,51.45
IN-2011-71501,OFF-LA-10003807,25.20,3,0.00,5.49,2.32
IN-2011-71501,OFF-PA-10000215,67.35,5,0.00,4.65,8.63
IN-2011-71634,OFF-EN-10002007,62.70,5,0.00,9.90,4.18
IN-2011-71739,FUR-BO-10004911,251.16,2,0.00,12.54,20.22
IN-2011-71739,OFF-AP-10001254,352.35,5,0.00,137.40,36.31
IN-2011-71739,OFF-AP-10003800,928.17,3,0.00,389.79,59.94
IN-2011-71739,OFF-BI-10003159,100.68,2,0.00,21.12,0.83
IN-2011-71739,OFF-BI-10004869,56.46,2,0.00,27.06,2.83
IN-2011-71739,OFF-LA-10002741,44.76,4,0.00,11.52,4.73
IN-2011-71739,OFF-LA-10002806,11.37,1,0.00,5.55,0.49
IN-2011-71739,OFF-LA-10002806,68.22,6,0.00,33.30,5.29
IN-2011-71739,TEC-CO-10003924,958.68,3,0.00,373.86,80.93
IN-2011-72201,OFF-PA-10003744,162.81,9,0.00,51.84,24.95
IN-2011-72215,FUR-BO-10002308,588.60,3,0.00,117.72,26.78
IN-2011-72215,OFF-AR-10000097,145.98,3,0.00,4.32,2.88
IN-2011-72215,OFF-EN-10001975,49.32,3,0.00,6.39,5.85
IN-2011-72215,OFF-ST-10004315,423.24,2,0.00,21.12,17.25
IN-2011-72334,OFF-BI-10004181,163.98,6,0.00,18.00,10.65
IN-2011-72411,OFF-SU-10004575,49.26,2,0.00,4.92,0.60
IN-2011-72467,OFF-SU-10004938,88.40,4,0.47,-63.40,8.90
IN-2011-72467,TEC-MA-10000606,443.07,2,0.17,53.37,30.68
IN-2011-72467,TEC-PH-10003546,340.26,3,0.17,32.73,27.44
IN-2011-72502,OFF-AP-10002104,1234.56,4,0.00,135.72,14.26
IN-2011-72502,OFF-EN-10003550,107.55,3,0.00,51.57,15.99
IN-2011-72502,TEC-PH-10001699,1274.88,2,0.00,216.72,181.42
IN-2011-72614,FUR-CH-10001477,377.37,7,0.00,162.12,30.19
IN-2011-72614,OFF-AR-10001952,161.91,3,0.00,43.65,22.86
IN-2011-72670,OFF-ST-10002650,685.25,4,0.17,123.77,61.60
IN-2011-72705,OFF-EN-10004560,42.08,2,0.45,2.30,6.57
IN-2011-73055,OFF-LA-10003396,93.03,7,0.00,20.37,6.27
IN-2011-73132,OFF-FA-10002247,59.94,4,0.10,11.94,2.31
IN-2011-73160,FUR-CH-10000391,45.96,1,0.00,3.66,3.79
IN-2011-73160,OFF-LA-10002107,20.34,2,0.00,6.48,1.90
IN-2011-73160,TEC-PH-10000780,3271.20,5,0.00,1341.15,247.70
IN-2011-73244,OFF-SU-10000649,106.56,3,0.00,0.99,16.64
IN-2011-73335,TEC-AC-10003895,120.87,3,0.00,53.10,17.84
IN-2011-73335,TEC-CO-10000269,386.10,3,0.00,27.00,87.16
IN-2011-73335,TEC-CO-10001531,194.31,1,0.00,91.32,56.71
IN-2011-73419,OFF-AR-10002236,67.64,3,0.10,17.96,4.67
IN-2011-73531,FUR-CH-10004306,108.27,3,0.27,-7.47,10.36
IN-2011-73531,FUR-TA-10000989,2266.15,5,0.47,-0.05,196.97
IN-2011-73531,FUR-TA-10004653,1044.22,7,0.47,-650.27,86.74
IN-2011-73531,OFF-AP-10001824,58.96,1,0.17,6.37,8.90
IN-2011-73531,TEC-AC-10003640,84.40,4,0.47,-71.72,8.76
IN-2011-73629,TEC-CO-10001626,316.48,2,0.40,-126.62,39.05
IN-2011-73629,TEC-PH-10004200,523.98,5,0.40,-139.77,38.87
IN-2011-73671,FUR-FU-10004074,127.70,7,0.27,-5.44,6.45
IN-2011-73671,TEC-AC-10004195,143.77,6,0.47,-70.61,7.84
IN-2011-73734,OFF-BI-10004440,13.83,1,0.00,3.30,0.97
IN-2011-73839,OFF-BI-10003917,25.62,7,0.17,3.99,2.02
IN-2011-73839,TEC-AC-10002568,62.36,2,0.47,-2.38,0.42
IN-2011-73867,OFF-LA-10001497,12.96,3,0.10,0.81,1.15
IN-2011-74070,FUR-FU-10003939,151.55,4,0.27,18.59,22.60
IN-2011-74070,TEC-PH-10002916,102.34,1,0.17,30.82,11.57
IN-2011-74126,FUR-BO-10003301,470.98,3,0.07,65.80,29.54
IN-2011-74252,TEC-CO-10003982,228.42,2,0.10,83.70,31.09
IN-2011-74378,OFF-EN-10004495,94.99,5,0.17,-7.01,19.89
IN-2011-74427,OFF-LA-10003807,15.12,2,0.10,1.98,0.75
IN-2011-74427,OFF-ST-10004365,153.66,3,0.10,63.12,8.57
IN-2011-74441,OFF-AP-10002573,1798.68,4,0.17,86.64,146.76
IN-2011-74441,TEC-MA-10001991,83.07,2,0.17,4.95,0.16
IN-2011-74490,FUR-CH-10003009,1001.70,6,0.00,250.38,314.70
IN-2011-74490,FUR-FU-10004876,344.61,3,0.00,44.73,49.98
IN-2011-74490,OFF-BI-10004868,18.09,3,0.00,0.54,4.20
IN-2011-74490,OFF-EN-10003413,199.92,4,0.00,57.96,10.67
IN-2011-74490,OFF-PA-10002520,144.90,3,0.00,70.92,36.53
IN-2011-74490,TEC-AC-10002221,169.02,6,0.00,20.16,21.29
IN-2011-74490,TEC-CO-10000764,639.96,2,0.00,76.74,55.34
IN-2011-74609,OFF-FA-10003186,101.64,7,0.00,33.39,17.59
IN-2011-74616,OFF-FA-10000581,81.90,6,0.00,27.00,22.99
IN-2011-74945,FUR-BO-10000610,394.07,5,0.37,75.02,22.69
IN-2011-74994,OFF-BI-10003265,99.84,8,0.00,8.88,4.64
IN-2011-74994,TEC-AC-10004016,185.40,6,0.00,44.46,13.48
IN-2011-75218,OFF-EN-10003498,138.69,3,0.00,51.30,10.77
IN-2011-75218,TEC-AC-10001463,382.56,8,0.00,68.64,65.04
IN-2011-75323,FUR-BO-10002031,1968.03,5,0.10,262.38,64.46
IN-2011-75323,OFF-AP-10001567,737.02,9,0.10,261.82,36.55
IN-2011-75498,OFF-BI-10004589,175.82,4,0.10,7.70,19.23
IN-2011-75526,OFF-SU-10001731,80.10,3,0.00,39.24,7.88
IN-2011-75526,TEC-PH-10002601,1928.34,3,0.00,77.13,131.22
IN-2011-75540,OFF-BI-10003012,7.52,2,0.17,2.30,0.80
IN-2011-75540,OFF-ST-10000016,28.19,2,0.17,4.73,1.87
IN-2011-75540,OFF-SU-10000997,182.75,7,0.47,-89.83,8.08
IN-2011-75540,OFF-SU-10004236,26.58,2,0.47,-7.08,2.10
IN-2011-75547,FUR-FU-10003214,51.35,2,0.10,9.65,3.29
IN-2011-75547,OFF-AP-10001567,737.02,9,0.10,261.82,56.48
IN-2011-75547,OFF-AR-10002800,80.60,3,0.10,15.17,6.02
IN-2011-75547,OFF-PA-10003969,160.38,6,0.10,60.48,10.17
IN-2011-75547,OFF-ST-10003606,19.44,2,0.10,3.24,1.41
IN-2011-75673,OFF-EN-10004173,52.47,3,0.00,11.52,10.31
IN-2011-75673,TEC-CO-10000129,1157.58,6,0.00,254.52,184.92
IN-2011-75673,TEC-MA-10000429,516.96,3,0.00,165.42,133.56
IN-2011-75722,OFF-ST-10004019,82.94,3,0.10,18.41,8.03
IN-2011-75743,TEC-PH-10002217,554.76,3,0.00,0.00,83.22
IN-2011-75806,OFF-ST-10001124,254.07,5,0.10,8.37,11.21
IN-2011-75890,FUR-BO-10004852,1743.96,4,0.00,645.24,181.61
IN-2011-75939,TEC-CO-10000786,639.66,2,0.00,121.50,40.61
